loan_number,cust_number,loan_category,loan_condition,principal_amount,loan_rate,duration_months,installment_amount,commencement_date,initial_credit_score,collateral_value,purpose_of_loan
4583,2070327,Auto,Active,67431.71,0.0593,60,1301.45,2024-07-12,747,80918.05,Home Purchase
9067,2754134,Auto,Active,23737.65,0.0655,48,563.48,2021-04-15,752,28485.18,Business Expansion
8685,1117465,Personal,Paid,26825.05,0.0922,24,1228.2,2020-12-28,789,32190.06,Debt Consolidation
8453,7630163,Auto,Active,48847.0,0.0783,60,986.47,2022-03-23,784,58616.4,Home Purchase
8314,2465676,Personal,Paid,46764.76,0.0972,12,4105.28,2024-09-20,608,56117.71,Auto Purchase
6166,4940439,Auto,Active,65043.28,0.0576,60,1250.22,2024-10-03,793,78051.94,Debt Consolidation
2325,1641659,Auto,Active,48636.89,0.0465,48,1112.38,2021-05-14,827,58364.27,Auto Purchase
3719,7951409,Auto,Defaulted,33584.49,0.0593,48,787.66,2023-10-27,803,40301.39,Education
3713,1097158,Mortgage,Paid,830518.73,0.0448,360,4198.25,2019-12-03,785,996622.48,Home Purchase
9403,8935639,Auto,Active,36374.63,0.0482,72,582.78,2024-08-11,703,43649.56,Home Purchase
3058,2864272,Auto,Defaulted,53312.57,0.0602,72,884.05,2022-05-20,775,63975.08,Auto Purchase
9698,7811553,Personal,Active,24786.77,0.1127,12,2193.82,2024-07-14,783,29744.12,Debt Consolidation
7875,3744535,Mortgage,Defaulted,257512.86,0.045,180,1969.96,2024-05-07,842,309015.43,Business Expansion
1876,1827266,Auto,Active,53074.58,0.0638,60,1035.48,2020-06-01,820,63689.5,Business Expansion
5176,3650015,Mortgage,Paid,375928.28,0.0515,360,2052.67,2022-11-09,611,451113.94,Home Purchase
7563,2636276,Auto,Defaulted,63566.94,0.0404,60,1171.83,2021-08-19,623,76280.33,Debt Consolidation
7245,1794706,Mortgage,Paid,597382.57,0.0376,360,2769.96,2023-06-21,718,716859.08,Home Purchase
3157,7842897,Personal,Paid,46912.91,0.0998,36,1513.31,2021-10-30,746,56295.49,Business Expansion
2992,7903772,Personal,Defaulted,28202.34,0.1386,60,654.17,2023-10-27,717,33842.81,Business Expansion
7270,3806393,Auto,Defaulted,21851.96,0.0788,36,683.55,2023-04-29,785,26222.35,Business Expansion
3771,7701976,Personal,Defaulted,8109.69,0.1309,48,217.93,2023-07-24,618,9731.63,Education
7901,5443469,Personal,Active,13875.62,0.1069,36,452.24,2023-04-13,665,16650.74,Debt Consolidation
3382,5105916,Personal,Active,37923.17,0.0994,12,3332.99,2022-08-12,732,45507.8,Auto Purchase
3458,4456758,Personal,Paid,38522.05,0.1057,12,3396.92,2023-05-09,825,46226.46,Home Purchase
4875,5015458,Mortgage,Defaulted,308519.25,0.0572,180,2557.02,2021-06-04,687,370223.1,Debt Consolidation
7522,7317356,Personal,Defaulted,47363.22,0.1025,12,4169.49,2023-04-22,727,56835.86,Auto Purchase
5180,5332291,Personal,Paid,9510.56,0.1184,60,210.79,2020-04-22,655,11412.67,Business Expansion
6719,4962847,Personal,Paid,3828.64,0.1342,48,103.51,2021-02-13,658,4594.37,Auto Purchase
5974,9493611,Personal,Paid,4640.92,0.1264,48,123.68,2023-11-21,690,5569.1,Debt Consolidation
1883,6242849,Auto,Active,62711.95,0.0712,60,1245.33,2022-12-20,785,75254.34,Debt Consolidation
7692,3495209,Personal,Active,36258.2,0.1431,36,1244.69,2023-03-17,711,43509.84,Debt Consolidation
9090,4795976,Auto,Paid,55390.86,0.0723,36,1716.14,2021-11-24,693,66469.03,Debt Consolidation
6570,3035534,Auto,Defaulted,63458.15,0.0746,48,1533.16,2022-06-06,671,76149.78,Education
4035,9052944,Auto,Active,62827.07,0.0589,60,1211.41,2022-03-24,690,75392.48,Home Purchase
5099,1605940,Mortgage,Paid,296100.49,0.0391,180,2176.89,2023-11-24,724,355320.59,Business Expansion
3933,2960838,Mortgage,Defaulted,246418.53,0.047,180,1910.37,2022-02-23,619,295702.24,Auto Purchase
6038,1098646,Mortgage,Paid,687358.84,0.0412,360,3329.29,2022-01-17,724,824830.61,Auto Purchase
1699,2478995,Auto,Paid,20126.45,0.0563,48,469.26,2021-03-16,802,24151.74,Business Expansion
8269,3497572,Mortgage,Paid,766969.27,0.0423,360,3764.05,2020-12-07,847,920363.12,Education
6686,6345088,Auto,Active,55521.22,0.0507,48,1280.38,2023-09-02,627,66625.46,Business Expansion
3868,3035671,Auto,Defaulted,56182.23,0.0706,36,1736.29,2024-07-03,689,67418.68,Auto Purchase
5875,2594065,Personal,Paid,28009.16,0.1092,36,915.92,2021-05-22,625,33610.99,Auto Purchase
7475,2285330,Personal,Paid,35174.17,0.1376,24,1684.83,2021-06-06,739,42209.0,Debt Consolidation
7140,7557584,Mortgage,Active,341474.85,0.051,180,2718.18,2023-11-04,654,409769.82,Education
7906,4936644,Auto,Active,15455.22,0.0532,60,293.93,2022-11-11,630,18546.26,Business Expansion
4114,9520299,Mortgage,Paid,734291.22,0.06,360,4402.45,2024-04-22,629,881149.46,Education
9703,1201741,Auto,Defaulted,17926.91,0.0458,60,334.86,2022-05-22,809,21512.29,Home Purchase
6196,9048449,Mortgage,Defaulted,145178.02,0.0558,180,1192.4,2024-01-11,632,174213.62,Auto Purchase
7534,5127314,Auto,Active,51305.62,0.0649,60,1003.61,2024-06-13,682,61566.74,Business Expansion
6825,9883788,Personal,Active,40241.15,0.136,36,1367.54,2023-02-21,827,48289.38,Debt Consolidation
3085,9097233,Mortgage,Defaulted,313403.03,0.0334,180,2215.92,2020-01-16,638,376083.64,Education
2767,2463709,Auto,Paid,61628.88,0.0755,36,1918.46,2022-03-13,810,73954.66,Debt Consolidation
4279,7908592,Mortgage,Active,753271.92,0.0369,360,3462.92,2023-09-02,600,903926.3,Education
8000,6628566,Mortgage,Paid,516763.54,0.0487,180,4051.62,2022-12-08,709,620116.25,Debt Consolidation
1627,9882867,Mortgage,Paid,340926.47,0.0503,360,1836.42,2021-08-31,682,409111.76,Home Purchase
9770,4639474,Personal,Defaulted,29484.89,0.0929,36,941.6,2024-06-11,845,35381.87,Home Purchase
4110,2638595,Personal,Active,36886.32,0.0833,12,3214.31,2021-08-12,750,44263.58,Auto Purchase
6522,2353690,Auto,Active,61582.15,0.0471,72,983.51,2024-06-27,779,73898.58,Education
2984,6997308,Mortgage,Paid,383782.4,0.0465,360,1978.92,2020-06-11,829,460538.88,Debt Consolidation
4620,5985702,Auto,Paid,56231.08,0.0777,72,979.61,2020-06-17,725,67477.3,Home Purchase
7737,6173362,Mortgage,Active,792648.68,0.0572,180,6569.51,2021-06-17,839,951178.42,Business Expansion
3137,4447616,Auto,Active,20778.81,0.0513,60,393.36,2024-02-26,654,24934.57,Debt Consolidation
5599,2275272,Personal,Defaulted,44868.07,0.1065,48,1152.03,2020-09-03,717,53841.68,Education
1353,2696027,Auto,Defaulted,17771.14,0.0466,60,332.6,2020-10-22,615,21325.37,Auto Purchase
8073,1971131,Personal,Active,7961.97,0.1409,60,185.63,2023-06-04,736,9554.36,Home Purchase
9796,6389136,Mortgage,Paid,223718.71,0.0432,180,1690.92,2023-02-27,721,268462.45,Education
9557,2760856,Mortgage,Active,911530.65,0.0352,360,4103.36,2020-12-23,825,1093836.78,Auto Purchase
1782,9606126,Auto,Paid,58040.2,0.0693,72,987.58,2020-01-18,632,69648.24,Business Expansion
3922,1186553,Auto,Defaulted,42265.44,0.0431,60,784.31,2023-04-19,624,50718.53,Auto Purchase
8028,1601443,Auto,Defaulted,74644.54,0.0411,48,1689.08,2024-06-13,825,89573.45,Education
1078,1037167,Mortgage,Paid,613468.01,0.0595,180,5160.23,2023-08-11,787,736161.61,Debt Consolidation
8950,7923934,Auto,Active,54107.92,0.0774,60,1090.39,2024-03-25,745,64929.5,Debt Consolidation
6604,5374780,Auto,Paid,20525.64,0.0569,60,393.87,2024-10-02,807,24630.77,Business Expansion
1952,1072867,Mortgage,Paid,572757.92,0.0408,360,2760.92,2023-11-07,810,687309.5,Debt Consolidation
2574,1080724,Mortgage,Defaulted,340422.93,0.0502,360,1831.63,2022-07-23,825,408507.52,Business Expansion
3574,3018426,Auto,Paid,54698.02,0.0644,72,917.91,2023-07-03,775,65637.62,Auto Purchase
1324,4808142,Auto,Active,53553.07,0.0606,48,1259.17,2021-05-30,609,64263.68,Business Expansion
3499,9992831,Personal,Active,11379.05,0.1218,24,536.61,2021-01-13,825,13654.86,Auto Purchase
5137,7752148,Mortgage,Defaulted,743393.92,0.0398,180,5491.35,2019-12-04,781,892072.7,Home Purchase
1605,8186447,Auto,Defaulted,17665.01,0.0405,48,399.25,2019-12-07,813,21198.01,Business Expansion
4884,8569691,Auto,Defaulted,33346.7,0.0432,36,989.28,2020-08-22,850,40016.04,Home Purchase
5477,6004668,Personal,Paid,38812.69,0.0927,60,810.78,2020-03-17,656,46575.23,Auto Purchase
9935,8148531,Mortgage,Defaulted,895659.02,0.044,360,4485.11,2024-06-08,785,1074790.82,Education
6227,5552152,Personal,Paid,31272.23,0.1346,24,1493.5,2021-07-11,816,37526.68,Business Expansion
3284,4724412,Mortgage,Paid,848177.49,0.0565,180,6998.02,2020-08-25,624,1017812.99,Education
4620,9077820,Personal,Paid,15330.46,0.0853,60,314.75,2021-05-26,840,18396.55,Auto Purchase
4789,5691881,Mortgage,Active,550065.49,0.0504,360,2966.33,2024-01-18,795,660078.59,Education
1754,8596173,Mortgage,Active,753332.02,0.0383,180,5508.35,2022-07-19,767,903998.42,Home Purchase
7113,8665973,Mortgage,Paid,464053.43,0.0328,180,3267.53,2020-12-06,723,556864.12,Debt Consolidation
9915,3098322,Auto,Defaulted,50088.16,0.0676,36,1541.09,2020-12-26,601,60105.79,Education
2976,3319875,Auto,Active,47069.41,0.0771,60,947.88,2020-09-05,611,56483.29,Education
8311,9659526,Auto,Paid,43363.05,0.0653,72,729.55,2022-01-17,605,52035.66,Education
9465,8569691,Personal,Defaulted,19676.37,0.1295,36,662.5,2021-09-15,732,23611.64,Debt Consolidation
8686,4895114,Personal,Defaulted,46263.11,0.1078,12,4084.06,2021-01-22,731,55515.73,Education
3698,1131567,Mortgage,Active,591054.05,0.0482,180,4618.78,2021-12-20,692,709264.86,Debt Consolidation
9268,2003753,Personal,Defaulted,30274.67,0.1426,12,2721.98,2020-12-15,787,36329.6,Education
5967,6985357,Mortgage,Active,626899.29,0.0403,360,3003.77,2023-02-03,611,752279.15,Business Expansion
9929,6054188,Mortgage,Defaulted,387638.71,0.0387,180,2842.13,2024-03-10,801,465166.45,Debt Consolidation
8290,6353255,Mortgage,Paid,451202.05,0.0366,360,2066.61,2020-08-28,639,541442.46,Business Expansion
2811,9132902,Personal,Active,35490.19,0.0855,24,1614.04,2023-06-25,781,42588.23,Home Purchase
2525,1315135,Personal,Defaulted,30965.53,0.1016,36,1001.5,2023-04-13,739,37158.64,Education
9333,4594950,Mortgage,Active,712605.21,0.0375,180,5182.23,2024-04-14,616,855126.25,Home Purchase
8879,1121099,Mortgage,Defaulted,308458.52,0.0395,360,1463.75,2021-07-02,836,370150.22,Auto Purchase
2916,2983877,Auto,Defaulted,18027.21,0.0767,60,362.69,2020-04-12,804,21632.65,Business Expansion
8732,6769167,Personal,Defaulted,2093.65,0.1389,12,187.87,2024-04-09,692,2512.38,Education
5554,3379352,Auto,Active,46139.83,0.0433,48,1048.62,2021-01-02,675,55367.8,Home Purchase
3555,9897888,Auto,Defaulted,22304.78,0.0666,36,685.24,2021-03-09,716,26765.74,Education
4421,7417288,Personal,Active,48848.76,0.1197,12,4339.47,2021-08-27,725,58618.51,Debt Consolidation
8867,1640413,Auto,Paid,67824.62,0.072,36,2100.44,2021-11-18,838,81389.54,Business Expansion
3610,5635450,Auto,Active,55717.86,0.0724,48,1340.45,2022-12-17,778,66861.43,Debt Consolidation
6158,4084089,Auto,Paid,28027.72,0.0667,36,861.19,2023-06-26,636,33633.26,Business Expansion
7533,9447044,Mortgage,Paid,888572.25,0.0486,360,4694.31,2022-07-23,632,1066286.7,Education
5804,9999279,Mortgage,Defaulted,531919.13,0.047,180,4123.73,2022-03-05,830,638302.96,Home Purchase
3941,2042711,Personal,Defaulted,33033.09,0.1179,24,1551.74,2022-05-16,727,39639.71,Business Expansion
1469,3302963,Auto,Defaulted,61081.96,0.0696,36,1884.92,2022-06-02,617,73298.35,Home Purchase
4160,3827486,Auto,Active,19772.11,0.0606,36,602.04,2023-12-25,678,23726.53,Debt Consolidation
9986,1666754,Personal,Defaulted,21345.31,0.1452,48,588.88,2021-03-09,673,25614.37,Home Purchase
7431,3270607,Mortgage,Paid,226828.39,0.0303,180,1569.71,2021-07-13,756,272194.07,Home Purchase
3025,6164880,Personal,Active,1216.27,0.0859,36,38.45,2020-01-04,798,1459.52,Education
9414,1461875,Mortgage,Active,738962.78,0.03,180,5103.14,2021-03-07,613,886755.34,Debt Consolidation
6399,5312746,Personal,Active,8293.76,0.1272,24,393.21,2020-07-04,735,9952.51,Home Purchase
1177,2363600,Auto,Active,48583.46,0.0423,60,899.79,2023-03-08,796,58300.15,Auto Purchase
8690,4461182,Personal,Defaulted,37741.19,0.1099,48,975.26,2022-05-12,815,45289.43,Home Purchase
3462,9936715,Personal,Active,34779.29,0.0995,24,1604.09,2022-09-24,797,41735.15,Education
5401,5229725,Personal,Paid,27107.47,0.1021,36,877.36,2022-12-18,722,32528.96,Debt Consolidation
3165,2488511,Mortgage,Paid,727806.77,0.0336,360,3211.57,2022-08-27,750,873368.12,Home Purchase
7777,5399459,Mortgage,Active,328420.51,0.0591,180,2755.46,2021-07-29,626,394104.61,Education
3809,8569691,Personal,Paid,48279.38,0.1325,12,4317.85,2022-03-26,745,57935.26,Education
6376,5615682,Mortgage,Defaulted,843019.04,0.0331,360,3696.69,2022-12-13,725,1011622.85,Business Expansion
7605,3127188,Mortgage,Paid,913088.45,0.0481,180,7130.6,2023-09-26,727,1095706.14,Auto Purchase
1449,5494836,Auto,Paid,45466.44,0.0784,72,793.63,2023-08-08,653,54559.73,Education
2810,1211146,Mortgage,Paid,630376.71,0.0426,180,4745.38,2020-07-28,742,756452.05,Education
6237,5999260,Mortgage,Defaulted,691356.54,0.0414,180,5162.52,2021-04-25,747,829627.85,Business Expansion
7937,1854613,Personal,Defaulted,49823.08,0.1283,60,1129.3,2023-05-02,722,59787.7,Auto Purchase
3994,9249370,Personal,Paid,20255.49,0.1342,24,966.98,2022-06-26,625,24306.59,Education
6552,2093248,Personal,Defaulted,15941.34,0.1029,24,737.75,2022-02-28,697,19129.61,Business Expansion
8281,7822631,Personal,Defaulted,48527.98,0.1119,48,1258.71,2021-12-22,710,58233.58,Education
9361,7151290,Auto,Defaulted,39787.79,0.0632,60,775.14,2024-03-10,643,47745.35,Debt Consolidation
2151,5789075,Auto,Active,71227.22,0.0641,72,1194.27,2020-09-02,773,85472.66,Education
8857,8292352,Mortgage,Active,521493.43,0.0453,360,2651.63,2021-02-27,776,625792.12,Auto Purchase
7619,7501523,Auto,Paid,49220.88,0.0515,72,796.13,2022-06-25,713,59065.06,Home Purchase
5591,3480008,Personal,Paid,43558.01,0.1338,48,1176.78,2023-03-30,646,52269.61,Auto Purchase
9291,7818936,Personal,Defaulted,38476.99,0.0923,24,1761.87,2020-10-02,691,46172.39,Business Expansion
2290,9903035,Auto,Paid,19496.9,0.0485,60,366.59,2023-08-20,683,23396.28,Debt Consolidation
6663,9198195,Auto,Defaulted,63817.66,0.0681,72,1082.21,2021-10-02,756,76581.19,Home Purchase
3640,9041725,Mortgage,Paid,135205.66,0.0326,180,950.71,2024-06-19,734,162246.79,Home Purchase
3090,7716003,Auto,Paid,22819.64,0.0442,48,519.55,2021-02-28,782,27383.57,Education
3938,9903444,Personal,Paid,4926.12,0.0882,36,156.24,2023-05-05,801,5911.34,Auto Purchase
2423,8317201,Mortgage,Active,788737.76,0.0429,180,5949.48,2023-04-27,762,946485.31,Auto Purchase
8677,8436719,Auto,Paid,21481.01,0.0459,72,341.88,2023-10-23,624,25777.21,Home Purchase
1849,2210048,Auto,Active,58817.71,0.0641,72,986.2,2020-04-21,678,70581.25,Auto Purchase
1303,3372220,Personal,Paid,13328.56,0.1213,60,297.36,2022-01-07,787,15994.27,Home Purchase
5206,1879109,Auto,Defaulted,35208.3,0.0619,60,683.79,2022-01-29,813,42249.96,Debt Consolidation
4586,6477170,Personal,Active,37245.56,0.0866,24,1695.75,2024-04-25,730,44694.67,Debt Consolidation
8198,4688030,Personal,Defaulted,40153.01,0.1409,24,1929.57,2023-01-17,600,48183.61,Auto Purchase
3192,8637727,Mortgage,Paid,434445.41,0.0333,360,1909.86,2022-01-13,815,521334.49,Auto Purchase
2066,4102874,Auto,Paid,72694.15,0.0797,36,2276.96,2023-01-28,642,87232.98,Home Purchase
4668,6491175,Personal,Active,25488.64,0.081,60,518.04,2021-05-08,651,30586.37,Business Expansion
5882,9066953,Auto,Defaulted,25303.79,0.0639,36,774.27,2024-10-17,800,30364.55,Auto Purchase
7776,4071894,Mortgage,Defaulted,850636.08,0.0459,360,4355.66,2023-09-29,661,1020763.3,Debt Consolidation
2151,1465880,Personal,Defaulted,22183.13,0.1164,60,489.43,2022-04-26,631,26619.76,Debt Consolidation
2670,7561484,Auto,Paid,15562.94,0.0793,60,315.04,2022-05-16,835,18675.53,Business Expansion
1744,1741392,Mortgage,Paid,574224.19,0.0437,360,2865.32,2024-08-06,629,689069.03,Auto Purchase
2671,6711121,Auto,Paid,71959.44,0.0685,60,1419.8,2024-08-01,799,86351.33,Education
1512,1991122,Auto,Paid,19668.32,0.049,72,315.85,2020-02-07,732,23601.98,Business Expansion
7726,2138431,Personal,Defaulted,28361.43,0.142,48,777.87,2019-12-05,600,34033.72,Business Expansion
4174,9691649,Auto,Paid,15650.63,0.0529,36,471.1,2021-02-18,645,18780.76,Business Expansion
3717,2087196,Mortgage,Active,551554.55,0.0486,360,2913.85,2021-10-24,818,661865.46,Auto Purchase
7427,8291756,Mortgage,Active,121809.65,0.0437,180,923.76,2021-11-21,727,146171.58,Debt Consolidation
4328,5566676,Personal,Defaulted,21582.24,0.102,24,997.9,2022-04-20,777,25898.69,Debt Consolidation
4686,1944935,Personal,Active,4885.86,0.0837,24,221.8,2022-01-20,796,5863.03,Education
5413,4724760,Personal,Defaulted,11883.64,0.1101,24,553.93,2020-05-19,644,14260.37,Auto Purchase
3061,8180980,Auto,Defaulted,25856.26,0.0663,36,794.0,2022-08-20,638,31027.51,Auto Purchase
6446,2280215,Auto,Defaulted,48954.49,0.0599,36,1489.07,2020-10-31,633,58745.39,Debt Consolidation
1695,5037972,Mortgage,Paid,755316.96,0.0561,180,6215.75,2023-11-27,760,906380.35,Education
7858,3253871,Auto,Paid,62063.32,0.0552,36,1874.62,2024-11-08,652,74475.98,Education
2047,6387724,Personal,Paid,5106.46,0.1384,48,139.13,2021-12-04,615,6127.75,Home Purchase
9056,4270310,Personal,Defaulted,39615.08,0.0996,24,1827.3,2021-02-09,784,47538.1,Auto Purchase
2306,3874940,Mortgage,Defaulted,654245.4,0.0472,180,5078.81,2021-07-11,698,785094.48,Business Expansion
3042,7449144,Auto,Paid,37927.7,0.0776,48,921.66,2022-11-17,809,45513.24,Debt Consolidation
8772,1332715,Mortgage,Active,437842.37,0.0354,360,1975.9,2022-01-10,835,525410.84,Auto Purchase
3169,3059740,Personal,Defaulted,30675.15,0.1288,60,696.07,2021-05-04,675,36810.18,Auto Purchase
1239,5725766,Personal,Defaulted,6147.9,0.1136,36,202.32,2022-05-07,833,7377.48,Education
7492,7716003,Personal,Defaulted,12126.11,0.0882,12,1059.43,2023-09-22,623,14551.33,Debt Consolidation
5243,1519061,Mortgage,Paid,433312.98,0.046,180,3337.0,2023-08-30,797,519975.58,Debt Consolidation
2247,3601528,Auto,Defaulted,33960.76,0.0442,48,773.2,2023-12-04,606,40752.91,Home Purchase
3770,9756144,Mortgage,Paid,572656.9,0.0543,180,4657.84,2024-02-19,645,687188.28,Debt Consolidation
8405,8522797,Auto,Active,24793.98,0.0463,36,738.99,2023-11-24,696,29752.78,Home Purchase
5266,4040103,Personal,Paid,35100.77,0.1299,36,1182.51,2020-05-09,803,42120.92,Education
8572,5529859,Mortgage,Paid,469460.76,0.0329,180,3307.89,2024-04-10,763,563352.91,Home Purchase
5093,5150213,Mortgage,Defaulted,730864.32,0.0386,360,3430.53,2022-05-08,701,877037.18,Business Expansion
2636,8284673,Mortgage,Paid,745942.78,0.0409,360,3600.06,2021-12-15,727,895131.34,Auto Purchase
9690,2896774,Auto,Paid,18274.22,0.0518,60,346.37,2023-06-23,762,21929.06,Home Purchase
6044,5200570,Auto,Paid,29593.85,0.076,60,594.41,2021-08-19,629,35512.62,Debt Consolidation
6495,7910229,Mortgage,Active,455680.3,0.0367,180,3295.75,2024-10-06,612,546816.36,Debt Consolidation
4587,3355153,Personal,Paid,37263.04,0.1256,12,3320.55,2023-05-23,740,44715.65,Auto Purchase
9156,4218345,Personal,Active,46208.78,0.1415,48,1266.2,2022-05-30,641,55450.54,Business Expansion
1303,8217588,Mortgage,Defaulted,436519.76,0.0428,360,2155.09,2020-03-15,605,523823.71,Debt Consolidation
3555,9483536,Mortgage,Active,398945.19,0.055,180,3259.72,2022-08-24,766,478734.23,Debt Consolidation
7704,4306026,Mortgage,Defaulted,121897.38,0.0489,360,646.2,2022-08-11,738,146276.86,Home Purchase
1198,1162975,Mortgage,Paid,583452.69,0.0502,180,4619.99,2024-06-27,611,700143.23,Auto Purchase
5179,9045540,Mortgage,Paid,376106.12,0.0492,180,2958.57,2023-05-28,750,451327.34,Education
8131,5997462,Personal,Defaulted,23070.55,0.097,36,741.18,2022-04-22,672,27684.66,Business Expansion
8220,3841045,Personal,Active,19099.92,0.1064,24,887.02,2024-08-08,690,22919.9,Auto Purchase
9015,6686779,Mortgage,Paid,715847.59,0.0585,180,5982.87,2023-06-30,776,859017.11,Business Expansion
8354,5269363,Personal,Paid,46496.55,0.1427,12,4180.7,2023-10-26,738,55795.86,Auto Purchase
1776,8272774,Auto,Paid,61660.05,0.055,60,1177.78,2020-06-10,776,73992.06,Home Purchase
8679,7796489,Personal,Defaulted,2576.56,0.1226,12,229.24,2020-01-07,688,3091.87,Home Purchase
7975,4156753,Personal,Active,43290.17,0.1035,60,927.26,2023-05-30,770,51948.2,Debt Consolidation
3348,7340306,Mortgage,Active,273984.72,0.042,180,2054.2,2024-05-16,821,328781.66,Debt Consolidation
6854,7288084,Mortgage,Active,725004.21,0.0522,180,5816.72,2021-04-08,759,870005.05,Auto Purchase
